"","Panther_ID","Panther_Name"
"7157","PTHR45725","DELPHILIN"
"7158","PTHR41252","BLR2505 PROTEIN"
"7159","PTHR43907","SLEI FAMILY PROTEIN"
"7160","PTHR13297","RABGAP_TBC DOMAIN-CONTAINING PROTEIN"
"7161","PTHR31893","TRANSMEMBRANE PROTEIN 151A"
"7162","PTHR38620","CUE DOMAIN-CONTAINING PROTEIN-RELATED"
"7163","PTHR12735","BOLA FAMILY MEMBER 2"
"7164","PTHR46318","NUCLEOLAR TRANSCRIPTION FACTOR 1 ISOFORM X1"
"7165","PTHR10457","OS06G0702500 PROTEIN"
"7166","PTHR21467","SERINE_THREONINE-PROTEIN PHOSPHATASE 4 REGULATORY SUBUNIT 4"
"7167","PTHR34113","INACTIVE PURPLE ACID PHOSPHATASE-LIKE PROTEIN"
"7168","PTHR44874","TETRATRICOPEPTIDE REPEAT PROTEIN 34"
"7169","PTHR35580","PHYTASE-LIKE DOMAIN-CONTAINING PROTEIN"
"7170","PTHR11985","GLYCEROL-3-PHOSPHATE DEHYDROGENASE"
"7171","PTHR47301","HYPOTHETICAL PROTEIN LOC681006"
"7172","PTHR23351","BASIC LEUCINE ZIPPER TRANSCRIPTIONAL FACTOR ATF-LIKE"
"7173","PTHR12354","INTERFERON-RELATED DEVELOPMENTAL REGULATOR 2-LIKE ISOFORM X1"
"7174","PTHR11739","CITRATE SYNTHASE 3, MITOCHONDRIAL"
"7175","PTHR13059","PROTEIN CAPICUA HOMOLOG ISOFORM X1"
"7176","PTHR13303","PREFOLDIN SUBUNIT 2"
"7177","PTHR14709","GLUTAMINE AND SERINE-RICH PROTEIN 1"
"7178","PTHR39080","LARGE RIBOSOMAL SUBUNIT PROTEIN BL28A"
"7179","PTHR22778","ESTERASE C25G4.2-LIKE"
"7180","PTHR43122","FERREDOXIN SUBUNIT OF PYRUVATE:FLAVODOXIN OXIDOREDUCTASE-RELATED"
"7181","PTHR45828","MUCIN-5AC-LIKE ISOFORM X1"
"7182","PTHR19384","NITRIC OXIDE SYNTHASE 3"
"7183","PTHR33993","GB|AAF24581.1"
"7184","PTHR33444","MARVEL DOMAIN-CONTAINING PROTEIN"
"7185","PTHR32125","RIBITOL-5-PHOSPHATE CYTIDYLYLTRANSFERASE"
"7186","PTHR11903","PROSTAGLANDIN G_H SYNTHASE 1"
"7187","PTHR43002","GLYCOGEN DEBRANCHING ENZYME"
"7188","PTHR24407","SIR2-LIKE DOMAIN-CONTAINING PROTEIN"
"7189","PTHR11390","DNA TOPOISOMERASE 3-ALPHA"
"7190","PTHR24211","PROTEIN ESPINAS-RELATED"
"7191","PTHR42024","AMINO ACID PERMEASE_ SLC12A DOMAIN-CONTAINING PROTEIN"
"7192","PTHR42658","HYDROLASE TATD"
"7193","PTHR46942","SIALIC ACID-BINDING IG-LIKE LECTIN 15"
"7194","PTHR38425","LONG CHRONOLOGICAL LIFESPAN PROTEIN 2"
"7195","PTHR43653","CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCMF"
"7196","PTHR44099","RABCONNECTIN-3B, ISOFORM A"
"7197","PTHR34450","DEFENSIN-LIKE PROTEIN 232-RELATED"
"7198","PTHR31197","C2H2-TYPE DOMAIN-CONTAINING PROTEIN"
"7199","PTHR37204","TRANSMEMBRANE PROTEIN"
"7200","PTHR33681","ALGINATE LYASE 2 DOMAIN-CONTAINING PROTEIN"
"7201","PTHR43102","GAF DOMAIN-CONTAINING PROTEIN"
"7202","PTHR47923","INSERTION ELEMENT IS1 1 PROTEIN INSA-RELATED"
"7203","PTHR13246","CYTOSOLIC ENDO-BETA-N-ACETYLGLUCOSAMINIDASE"
"7204","PTHR14102","PARTITIONING DEFECTIVE 6 HOMOLOG BETA"
"7205","PTHR33331","COILED-COIL DOMAIN CONTAINING 162"
"7206","PTHR35697","OS08G0108300 PROTEIN"
"7207","PTHR47560","EXPRESSED PROTEIN"
"7208","PTHR12242","TRANSMEMBRANE PROTEIN"
"7209","PTHR47031","SAP DNA-BINDING DOMAIN-CONTAINING PROTEIN"
"7210","PTHR22669","PROTEIN LAG-2"
"7211","PTHR23304","DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2"
"7212","PTHR38590","BLL0828 PROTEIN"
"7213","PTHR14281","KINETOCHORE PROTEIN SPC25"
"7214","PTHR15914","ALPHA-HEMOGLOBIN-STABILIZING PROTEIN"
"7215","PTHR48069","DIHYDROFOLATE REDUCTASE 2, MITOCHONDRIAL"
"7216","PTHR22970","AT-RICH INTERACTIVE DOMAIN-CONTAINING PROTEIN 2"
"7217","PTHR30613","UNCHARACTERIZED PROTEIN YBIU-RELATED"
"7218","PTHR46381","PROTEIN-TYROSINE-PHOSPHATASE MKP1"
"7219","PTHR42714","G DOMAIN-CONTAINING PROTEIN"
"7220","PTHR42784","PYRANOSE 2-OXIDASE"
"7221","PTHR47881","TUMOR NECROSIS FACTOR RECEPTOR SUBFAMILY MEMBER 4"
"7222","PTHR34360","OS08G0519400 PROTEIN"
"7223","PTHR36727","NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT L, CHLOROPLASTIC"
"7224","PTHR10704","LD35051P-RELATED"
"7225","PTHR28011","NON-CLASSICAL EXPORT PROTEIN 1"
"7226","PTHR33448","DUF3741 DOMAIN-CONTAINING PROTEIN"
"7227","PTHR34657","F21M11.6 PROTEIN"
"7228","PTHR24091","LYMPHOCYTE TRANSMEMBRANE ADAPTER 1"
"7229","PTHR47594","PPR CONTAINING PLANT-LIKE PROTEIN"
"7230","PTHR36459","FATTY ACID DESATURASE DOMAIN-CONTAINING PROTEIN-RELATED"
"7231","PTHR10803","ANION-TRANSPORTING ATPASE-LIKE DOMAIN-CONTAINING PROTEIN"
"7232","PTHR36122","NICOTINAMIDE RIBOSIDE TRANSPORTER PNUC"
"7233","PTHR43616","GLYCEROL DEHYDROGENASE 1"
"7234","PTHR10848","DNA TOPOISOMERASE 6 SUBUNIT A"
"7235","PTHR35694","DENEDDYLASE"
"7236","PTHR10573","INTERLEUKIN-2 RECEPTOR SUBUNIT ALPHA"
"7237","PTHR30093","TYPE IV PILUS NON-CORE MINOR PILIN PILE"
"7238","PTHR30176","FERREDOXIN-TYPE PROTEIN NAPH"
"7239","PTHR16228","SLC41A_MGTE INTEGRAL MEMBRANE DOMAIN-CONTAINING PROTEIN"
"7240","PTHR45834","RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 9-RELATED"
"7241","PTHR35509","DUF1995 DOMAIN-CONTAINING PROTEIN"
"7242","PTHR13430","OS02G0644500 PROTEIN"
"7243","PTHR21037","SIMILAR TO NOVEL PROTEIN"
"7244","PTHR21549","MUTATED IN BLADDER CANCER 1"
"7245","PTHR34986","EVOLVED BETA-GALACTOSIDASE SUBUNIT BETA-RELATED"
"7246","PTHR42724","TETRAACYLDISACCHARIDE 4'-KINASE"
"7247","PTHR13015","WASH COMPLEX SUBUNIT 3"
"7248","PTHR36757","BNAANNG22500D PROTEIN"
"7249","PTHR10890","CYSTEINE--TRNA LIGASE, MITOCHONDRIAL-RELATED"
"7250","PTHR35984","PERIPLASMIC SERINE PROTEASE"
"7251","PTHR16504","5'(3')-DEOXYRIBONUCLEOTIDASE"
"7252","PTHR23523","2-NITROIMIDAZOLE TRANSPORTER"
"7253","PTHR35711","SUBFAMILY NOT NAMED"
"7254","PTHR31727","ACYL-[ACYL-CARRIER-PROTEIN] HYDROLASE"
"7255","PTHR39399","PROTEIN ZPS1"
"7256","PTHR10867","NICOTINAMIDE N-METHYLTRANSFERASE"
"7257","PTHR33883","OS09G0133800 PROTEIN"
"7258","PTHR31803","UBIQUINOL OXIDASE 2, MITOCHONDRIAL"
"7259","PTHR40201","AP-3 COMPLEX SUBUNIT DELTA"
"7260","PTHR34753","TELOMERASE RNA COMPONENT INTERACTING RNASE"
"7261","PTHR11475","PEROXIDASE"
"7262","PTHR14292","INTERLEUKIN-18-BINDING PROTEIN"
"7263","PTHR23142","PRE-MRNA-SPLICING FACTOR 38B"
"7264","PTHR13544","THIOREDOXIN REDUCTASE-LIKE SELENOPROTEIN T"
"7265","PTHR43826","GLUCOSE-6-PHOSPHATE EXCHANGER SLC37A4"
"7266","PTHR12595","ADENYLATE KINASE ISOENZYME 6 HOMOLOG"
"7267","PTHR21717","TELOMERE REPEAT-BINDING PROTEIN 2-LIKE ISOFORM X1"
"7268","PTHR36939","PROTEIN SLEEPLESS"
"7269","PTHR19431","LARGE RIBOSOMAL SUBUNIT PROTEIN UL4 C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"7270","PTHR30371","SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC"
"7271","PTHR48031","GLYCINE-RICH RNA-BINDING PROTEIN RZ1C-LIKE ISOFORM X1"
"7272","PTHR13604","DC12-RELATED"
"7273","PTHR15651","ARMADILLO REPEAT-CONTAINING PROTEIN 8"
"7274","PTHR12805","DNA_RNA-BINDING PROTEIN KIN17"
"7275","PTHR42983","DINITROGENASE IRON-MOLYBDENUM COFACTOR PROTEIN-RELATED"
"7276","PTHR22736","COILED-COIL DOMAIN-CONTAINING PROTEIN 66"
"7277","PTHR48136","RUBREDOXIN-LIKE SUPERFAMILY PROTEIN"
"7278","PTHR15319","TATA BOX-BINDING PROTEIN ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT C"
"7279","PTHR15071","MRH DOMAIN-CONTAINING PROTEIN"
"7280","PTHR13815","GOLGIN SUBFAMILY A MEMBER 5"
"7281","PTHR39369","LIN-24 (TWENTY-FOUR) LIKE"
"7282","PTHR43609","ACETYL-COA HYDROLASE"
"7283","PTHR16489","PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 15A"
"7284","PTHR35766","OS08G0543600 PROTEIN"
"7285","PTHR46003","HOST CELL FACTOR 2"
"7286","PTHR31354","OS08G0425000 PROTEIN"
"7287","PTHR30126","HTH-TYPE TRANSCRIPTIONAL ACTIVATOR AAER"
"7288","PTHR34142","ENDO-BETA-1,4-GLUCANASE A"
"7289","PTHR22625","PLEXIN-C1"
"7290","PTHR23329","TUFTELIN-INTERACTING PROTEIN 11-RELATED"
"7291","PTHR32286","LYMPHOCYTE ANTIGEN 6 COMPLEX LOCUS PROTEIN G6F"
"7292","PTHR45869","PENTRAXIN FAMILY MEMBER"
"7293","PTHR48153","UFM1-SPECIFIC PROTEASE 2"
"7294","PTHR15090","ZZ-TYPE DOMAIN-CONTAINING PROTEIN"
"7295","PTHR10519","METABOTROPIC GLUTAMATE RECEPTOR-LIKE PROTEIN Q"
"7296","PTHR47149","F-BOX PROTEIN RMF"
"7297","PTHR44791","TELOMERASE PROTEIN COMPONENT 1"
"7298","PTHR47534","YALI0E05731P"
"7299","PTHR33517","PROTEIN FAM170B-RELATED"
"7300","PTHR31723","PATHOGENESIS-RELATED FAMILY PROTEIN"
"7301","PTHR43830","PSP1 C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"7302","PTHR45871","N-ACETYLGLUCOSAMINYL-PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROTEIN"
"7303","PTHR31811","TRNA A64-2'-O-RIBOSYLPHOSPHATE TRANSFERASE"
"7304","PTHR10504","BPI FOLD-CONTAINING FAMILY C PROTEIN"
"7305","PTHR10032","TRANSCRIPTION FACTOR OVO-LIKE PROTEIN 3-RELATED"
"7306","PTHR42742","FRUCTOKINASE"
"7307","PTHR13020","PROTEIN GAWKY"
"7308","PTHR13677","PROTEIN DENND6A"
"7309","PTHR38815","HYPOTHETICAL MEMBRANE PROTEIN, CONSERVED, DUF373 FAMILY"
"7310","PTHR36360","ACTIN T1-LIKE PROTEIN"
"7311","PTHR35763","OS11G0133900 PROTEIN"
"7312","PTHR31800","COILED-COIL DOMAIN-CONTAINING PROTEIN 32"
"7313","PTHR33576","CARBOHYDRATE BINDING DOMAIN-CONTAINING PROTEIN"
"7314","PTHR15601","STRESS-ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN"
"7315","PTHR38353","TROPOMYOSIN"
"7316","PTHR47586","DIRIGENT PROTEIN"
"7317","PTHR46542","X-BOX BINDING PROTEIN 1"
"7318","PTHR15046","BETA-1,4 N-ACETYLGALACTOSAMINYLTRANSFERASE 1"
"7319","PTHR18359","UTP18 SMALL SUBUNIT PROCESSOME COMPONENT"
"7320","PTHR21749","ACTIVIN_RECP DOMAIN-CONTAINING PROTEIN"
"7321","PTHR39319","SI:DKEY-256H2.1"
"7322","PTHR14196","ZINC FINGER PROTEIN 208-LIKE"
"7323","PTHR47174","SH3 DOMAIN SIGNALLING PROTEIN (AFU_ORTHOLOGUE AFUA_5G07670)"
"7324","PTHR31170","SUBFAMILY NOT NAMED"
"7325","PTHR33454","BIFUNCTIONAL INHIBITOR_PLANT LIPID TRANSFER PROTEIN_SEED STORAGE HELICAL DOMAIN-CONTAINING PROTEIN"
"7326","PTHR21038","UAP56-INTERACTING FACTOR"
"7327","PTHR45961","DUAL SPECIFICITY PHOSPHATASE 28"
"7328","PTHR10223","26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 4"
"7329","PTHR36441","DUF503 DOMAIN-CONTAINING PROTEIN"
"7330","PTHR37492","TSC22 DOMAIN FAMILY PROTEIN 3 ISOFORM X1"
"7331","PTHR43763","XAA-PRO AMINOPEPTIDASE 1"
"7332","PTHR47373","CYSTATIN-LIKE PROTEIN"
"7333","PTHR42972","PEPTIDASE S9 PROLYL OLIGOPEPTIDASE CATALYTIC DOMAIN-CONTAINING PROTEIN"
"7334","PTHR36738","EXPRESSED PROTEIN"
"7335","PTHR23517","RESISTANCE PROTEIN MDTM, PUTATIVE-RELATED-RELATED"
"7336","PTHR23339","PROTEIN TYROSINE PHOSPHATASE TYPE IVA 3"
"7337","PTHR35481","DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA"
"7338","PTHR13229","PROTEIN KISH-A-RELATED"
"7339","PTHR36950","SAPOSIN B-TYPE DOMAIN-CONTAINING PROTEIN"
"7340","PTHR21608","KINESIN FAMILY MEMBER 26AA"
"7341","PTHR34815","LYSINE ACETYLTRANSFERASE"
"7342","PTHR21641","RNA-BINDING PROTEIN EIF1AD-RELATED"
"7343","PTHR20938","INTEGRATOR COMPLEX SUBUNIT 4"
"7344","PTHR45758","MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN E"
"7345","PTHR46421","PROGRAMMED CELL DEATH PROTEIN 2 C-TERMINAL DOMAIN-CONTAINING PROTEIN"
"7346","PTHR45093","TRANSCRIPTION ACTIVATOR MSS11"
"7347","PTHR28266","54S RIBOSOMAL PROTEIN L20, MITOCHONDRIAL"
"7348","PTHR39166","BLL1166 PROTEIN"
"7349","PTHR12988","SPHINGOMYELIN PHOSPHODIESTERASE 4"
"7350","PTHR33509","GENOME ASSEMBLY, CHROMOSOME: A08"
"7351","PTHR21308","PHYTANOYL-COA DIOXYGENASE"
"7352","PTHR22444","GLUTAMATE-RICH PROTEIN 1"
"7353","PTHR31520","VEXIN"
"7354","PTHR34822","GRPB FAMILY PROTEIN"
"7355","PTHR46675","E3 UBIQUITIN-PROTEIN LIGASE RNF182"
"7356","PTHR34411","SUBFAMILY NOT NAMED"
"7357","PTHR43240","THIOESTERASE DOMAIN-CONTAINING PROTEIN"
"7358","PTHR12191","ZINC TRANSPORTER ZIP12"
"7359","PTHR34387","SLR1258 PROTEIN"
"7360","PTHR46220","ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD11"
"7361","PTHR12778","SOLUTE CARRIER FAMILY 33  ACETYL-COA TRANSPORTER -RELATED"
"7362","PTHR45376","CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN-RELATED"
"7363","PTHR13449","INTEGRAL MEMBRANE PROTEIN GPR177"
"7364","PTHR14003","ZINC FINGER PROTEIN 3"
"7365","PTHR47520","CX DOMAIN-CONTAINING PROTEIN"
"7366","PTHR39232","TESTIS-EXPRESSED PROTEIN 50"
"7367","PTHR10337","SHC-TRANSFORMING PROTEIN 1"
"7368","PTHR23158","MELANOMA INHIBITORY ACTIVITY-RELATED"
"7369","PTHR46303","VWFC DOMAIN-CONTAINING PROTEIN"
"7370","PTHR31607","OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT-LIKE PROTEIN, PUTATIVE (DUF1216)-RELATED"
"7371","PTHR19446","ENDONUCLEASE_EXONUCLEASE_PHOSPHATASE DOMAIN-CONTAINING PROTEIN"
"7372","PTHR11432","NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 1"
"7373","PTHR40703","TRNA (PSEUDOURIDINE(54)-N(1))-METHYLTRANSFERASE"
"7374","PTHR43108","EXTRACELLULAR SULFATASE SULF-2"
"7375","PTHR36216","TRANSCRIPTIONAL REGULATOR, TRMB"
"7376","PTHR43545","FORMATE DEHYDROGENASE, NITRATE-INDUCIBLE, IRON-SULFUR SUBUNIT"
"7377","PTHR43413","REGULATORY PROTEIN ASNC"
"7378","PTHR33559","PROTEASOME ASSEMBLY CHAPERONE 4"
"7379","PTHR37003","PESTICIDAL CRYSTAL PROTEIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"
"7380","PTHR12840","NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 8, MITOCHONDRIAL"
"7381","PTHR36113","GLYOXALASE_BLEOMYCIN RESISTANCE PROTEIN_DIOXYGENASE"
"7382","PTHR34806","HIGH-AFFINITY NITRATE TRANSPORTER"
"7383","PTHR35736","EXPRESSED PROTEIN"
"7384","PTHR46842","TRANSMEMBRANE PROTEIN 266"
"7385","PTHR38627","GA BINDING AND ACTIVATING AND SPK (SPK) DOMAIN CONTAINING-RELATED"
"7386","PTHR46666","RIBOSOMAL PROTEIN L18AE FAMILY"
"7387","PTHR10755","OXYGEN-DEPENDENT COPROPORPHYRINOGEN-III OXIDASE, MITOCHONDRIAL"
"7388","PTHR46556","PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING FAMILY M MEMBER 2"
"7389","PTHR35370","TYPE VI SECRETION SYSTEM COMPONENT TSSF1"
"7390","PTHR46744","PROTEIN UNC-93 HOMOLOG B1"
"7391","PTHR10662","LEUCINE-RICH REPEAT PROTEIN (LRRP)"
"7392","PTHR31848","REFILIN-A"
"7393","PTHR48137","SUBFAMILY NOT NAMED"
"7394","PTHR37558","HTH CENPB-TYPE DOMAIN-CONTAINING PROTEIN"
"7395","PTHR11726","(RAPE) HYPOTHETICAL PROTEIN"
"7396","PTHR46812","CARBOXYMETHYLENEBUTENOLIDASE HOMOLOG"
"7397","PTHR33772","RIKEN CDNA 4930579F01 GENE"
"7398","PTHR21525","MOTILE SPERM PROTEIN"
"7399","PTHR12768","BECLIN-1"
"7400","PTHR12486","ADENOSINE 5'-MONOPHOSPHORAMIDASE HINT3"
"7401","PTHR14659","ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34"
"7402","PTHR35740","OS12G0111700 PROTEIN"
"7403","PTHR42845","CYTOSOLIC NIFE-HYDROGENASE, DELTA SUBUNIT"
"7404","PTHR10106","OS08G0101700 PROTEIN"
"7405","PTHR12304","INOSINE_URIDINE-PREFERRING NUCLEOSIDE HYDROLASE DOMAIN-CONTAINING PROTEIN"
"7406","PTHR38588","BLL0334 PROTEIN"
"7407","PTHR47495","BLR6219 PROTEIN"
"7408","PTHR48035","HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN 1"
"7409","PTHR12859","PRA1 FAMILY PROTEIN 2"
"7410","PTHR10153","SMALL CONDUCTANCE CALCIUM-ACTIVATED POTASSIUM CHANNEL PROTEIN"
"7411","PTHR21017","PROTEIN NIPSNAP"
"7412","PTHR12609","PHOSPHOPROTEIN P93"
"7413","PTHR14248","CYCLIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"
"7414","PTHR43459","ENOYL-COA HYDRATASE ECHA15 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)-RELATED"
"7415","PTHR46888","ZINC KNUCKLE DOMAINCONTAINING PROTEIN-RELATED"
"7416","PTHR38497","KINOCILIN"
"7417","PTHR46800","NUCLEAR HORMONE RECEPTOR FAMILY"
"7418","PTHR46432","F-BOX ONLY PROTEIN 42"
"7419","PTHR33055","TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1547"
"7420","PTHR12610","SINGLE-STRANDED DNA-BINDING PROTEIN 3"
"7421","PTHR19856","TRANSCRIPTION FACTOR WD40-LIKE FAMILY-RELATED"
"7422","PTHR11724","LEPTIN"
"7423","PTHR13633","MITOCHONDRIAL TRANSCRIPTION RESCUE FACTOR 1"
"7424","PTHR37260","PROTEIN ECERIFERUM 16"
"7425","PTHR45904","TRNA (URACIL-5-)-METHYLTRANSFERASE"
"7426","PTHR31046","TRANSMEMBRANE PROTEIN 121"
"7427","PTHR31884","POLYGALACTURONASE"
"7428","PTHR32282","PENICILLIN-BINDING PROTEIN 1C"
"7429","PTHR31611","HIGH-AFFINITY NICKEL TRANSPORT PROTEIN NIC1"
"7430","PTHR11793","TRANSCRIPTION FACTOR 4"
"7431","PTHR40407","MEMBRANE PROTEIN-LIKE PROTEIN"
"7432","PTHR46139","ALKALINE CERAMIDASE"
"7433","PTHR11844","METALLOPROTEINASE INHIBITOR 2"
"7434","PTHR31387","TESTIS-EXPRESSED PROTEIN 19"
"7435","PTHR45689","TETRAMERIC POTASSIUM-SELECTIVE CYCLIC NUCLEOTIDE GATED CHANNEL"
"7436","PTHR14009","LETM1 RBD DOMAIN-CONTAINING PROTEIN"
"7437","PTHR11193","SMALL NUCLEAR RIBONUCLEOPROTEIN E"
"7438","PTHR47400","PROLINE-RICH TRANSMEMBRANE PROTEIN 3"
"7439","PTHR35669","SPERMATOGENESIS-ASSOCIATED PROTEIN 9"
"7440","PTHR45835","INTEGRASE CATALYTIC DOMAIN-CONTAINING PROTEIN"
"7441","PTHR21707","FLAGELLUM-ASSOCIATED COILED-COIL DOMAIN-CONTAINING PROTEIN 1"
"7442","PTHR19423","SH3 DOMAIN-BINDING PROTEIN 5-LIKE"
"7443","PTHR12533","NUCLEAR FACTOR OF ACTIVATED T-CELLS 5"
"7444","PTHR33600","OS06G0506000 PROTEIN"
"7445","PTHR21560","VERY KIND PROTEIN"
"7446","PTHR33989","LICHENAN PERMEASE IIC COMPONENT"
"7447","PTHR48129","LARGE RIBOSOMAL SUBUNIT PROTEIN EL43"
"7448","PTHR36746","DUF4005 DOMAIN-CONTAINING PROTEIN"
"7449","PTHR37096","YALI0E33429P"
"7450","PTHR11938","GLUTAMATE SYNTHASE (NADPH)"
"7451","PTHR45166","V-SET AND IMMUNOGLOBULIN DOMAIN-CONTAINING PROTEIN 8"
"7452","PTHR20916","ANCESTRAL COATOMER ELEMENT 1 SEC16_SEC31 DOMAIN-CONTAINING PROTEIN-RELATED"
"7453","PTHR13659","AUTOSOMAL HIGHLY CONSERVED PROTEIN"
"7454","PTHR28535","PROTEIN ZGRF1"
"7455","PTHR11922","GMP SYNTHASE (GLUTAMINE-HYDROLYZING)"
"7456","PTHR46493","PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP3"
"7457","PTHR23240","PROTEIN ARTEMIS"
"7458","PTHR15139","TUBULIN FOLDING COFACTOR C"
"7459","PTHR38776","MLTA-INTERACTING PROTEIN-RELATED"
"7460","PTHR13994","NUDIX FAMILY HYDROLASE"
"7461","PTHR15512","TERF1-INTERACTING NUCLEAR FACTOR 2"
"7462","PTHR28243","AGL049CP"
"7463","PTHR16484","PARTITIONING DEFECTIVE 3 HOMOLOG B"
"7464","PTHR34562","WPP DOMAIN-INTERACTING PROTEIN 3"
"7465","PTHR46296","C2 AND GRAM DOMAIN PLANT-LIKE PROTEIN"
"7466","PTHR35988","15-CIS-ZETA-CAROTENE ISOMERASE, CHLOROPLASTIC"
"7467","PTHR21493","CGI-141-RELATED/LIPASE CONTAINING PROTEIN"
"7468","PTHR33548","SUBFAMILY NOT NAMED"
"7469","PTHR16238","GEM-ASSOCIATED PROTEIN 8"
"7470","PTHR14625","MICROCEPHALIN"
"7471","PTHR15031","CARTILAGE INTERMEDIATE LAYER PROTEIN 1-LIKE ISOFORM X1"
"7472","PTHR10063","RAL GTPASE-ACTIVATING PROTEIN SUBUNIT ALPHA-2"
"7473","PTHR28028","60S RIBOSOMAL SUBUNIT ASSEMBLY/EXPORT PROTEIN LOC1"
"7474","PTHR15398","BROMODOMAIN-CONTAINING PROTEIN 8 ISOFORM X1"
"7475","PTHR35176","PYRIDOXAMINE 5'-PHOSPHATE OXIDASE FAMILY PROTEIN"
"7476","PTHR21245","HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN R-LIKE ISOFORM X1"
"7477","PTHR35104","GENOME ASSEMBLY, CHROMOSOME: A08"
"7478","PTHR34756","CELL DIVISION CYCLE-ASSOCIATED PROTEIN 3"
"7479","PTHR33386","DUF4005 DOMAIN-CONTAINING PROTEIN"
"7480","PTHR10134","CYTOCHROME B-C1 COMPLEX SUBUNIT RIESKE, MITOCHONDRIAL"
"7481","PTHR16943","2-METHYLCITRATE DEHYDRATASE-RELATED"
"7482","PTHR46502","C2 DOMAIN-CONTAINING PROTEIN"
"7483","PTHR36786","2-ISOPROPYLMALATE SYNTHASE"
"7484","PTHR23140","RRM DOMAIN-CONTAINING PROTEIN"
"7485","PTHR12113","DICKKOPF-RELATED PROTEIN 3"
"7486","PTHR11103","SLR1189 PROTEIN"
"7487","PTHR34807","OS08G0270800 PROTEIN"
"7488","PTHR46345","FH2 DOMAIN CONTAINING 3-RELATED"
"7489","PTHR34474","SIGNAL TRANSDUCTION PROTEIN TRAP"
"7490","PTHR46294","HOMEOBOX EVEN-SKIPPED HOMOLOG PROTEIN 2"
"7491","PTHR13362","SMALL RIBOSOMAL SUBUNIT PROTEIN MS33"
"7492","PTHR15504","CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 45"
"7493","PTHR23295","NUCLEAR RECEPTOR COACTIVATOR 5-RELATED"
"7494","PTHR43092","L-CYSTEINE DESULFHYDRASE"
"7495","PTHR28087","ATPASE SYNTHESIS PROTEIN 25, MITOCHONDRIAL"
"7496","PTHR21243","TRANSDUCER, PUTATIVE (DUF3550_UPF0682)-RELATED"
"7497","PTHR30624","UNCHARACTERIZED PROTEIN TLDD AND PMBA"
"7498","PTHR18866","BIOTIN CARBOXYLASE"
"7499","PTHR36091","ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN 9, MITOCHONDRIAL"
"7500","PTHR11795","ABC TRANSPORTER PERMEASE PROTEIN"
"7501","PTHR13349","TRANSLATION MACHINERY-ASSOCIATED PROTEIN 16"
"7502","PTHR21345","PROTEIN SPIRE HOMOLOG 2"
"7503","PTHR43765","2-DEHYDROPANTOATE 2-REDUCTASE"
"7504","PTHR33780","TRANSMEMBRANE PROTEIN"
"7505","PTHR47899","COILED-COIL DOMAIN-CONTAINING PROTEIN 171"
"7506","PTHR23132","D-ALANINE--D-ALANINE LIGASE A"
"7507","PTHR46698","TENECTIN ISOFORM 1-RELATED"
"7508","PTHR34452","MYOSIN-13-LIKE ISOFORM X1"
"7509","PTHR34035","TESTIS-EXPRESSED PROTEIN 47"
"7510","PTHR10269","GDNF FAMILY RECEPTOR ALPHA-1"
"7511","PTHR28280","SHUTTLING PRE-60S FACTOR ECM1"
"7512","PTHR45686","ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN 3"
"7513","PTHR12166","CALCIUM-DEPENDENT SECRETION ACTIVATOR 2"
"7514","PTHR40691","(NA+)-NQR MATURATION NQRM"
"7515","PTHR47468","OS08G0130000 PROTEIN"
"7516","PTHR43982","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE"
"7517","PTHR21689","DIRP DOMAIN-CONTAINING PROTEIN"
